Program,Paragraph,Line,LocationTag,PathCondition,StatementKind,TargetVariable,FormulaOrValue
ESCAL122,2500-CALC-OUTLIER-FACTORS,1246,ESCAL122:L1246,"IF H-PATIENT-AGE < 13 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 18 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 45 THEN AND IF H-PATIENT-AGE < 60 THEN AND IF H-PATIENT-AGE < 70 THEN AND IF H-PATIENT-AGE < 80 THEN AND IF H-PATIENT-AGE > 17 THEN AND IF (H-PATIENT-AGE > 17) AND (H-OUT-BMI < 18.5) THEN AND IF B-DIALYSIS-START-DATE > ZERO THEN AND IF H-PATIENT-AGE > 17 THEN AND IF ONSET-DATE > 120 THEN AND IF COMORBID-CWF-RETURN-CODE = SPACES THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF COMORBID-CWF-RETURN-CODE = '10' THEN AND IF COMORBID-CWF-RETURN-CODE = '20' THEN AND IF COMORBID-CWF-RETURN-CODE = '30' THEN AND IF COMORBID-CWF-RETURN-CODE = '40' THEN AND IF P-PROV-LOW-VOLUME-INDIC = ""N"" THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN",MOVE,H-OUT-LOSS-SHARING-PCT,ZERO
ESCAL122,2500-CALC-OUTLIER-FACTORS,1246,ESCAL122:L1246,"IF H-PATIENT-AGE < 13 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 18 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 45 THEN AND IF H-PATIENT-AGE < 60 THEN AND IF H-PATIENT-AGE < 70 THEN AND IF H-PATIENT-AGE < 80 THEN AND IF H-PATIENT-AGE > 17 THEN AND IF (H-PATIENT-AGE > 17) AND (H-OUT-BMI < 18.5) THEN AND IF B-DIALYSIS-START-DATE > ZERO THEN AND IF H-PATIENT-AGE > 17 THEN AND IF ONSET-DATE > 120 THEN AND IF COMORBID-CWF-RETURN-CODE = SPACES THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF COMORBID-CWF-RETURN-CODE = '10' THEN AND IF COMORBID-CWF-RETURN-CODE = '20' THEN AND IF COMORBID-CWF-RETURN-CODE = '30' THEN AND IF COMORBID-CWF-RETURN-CODE = '40' THEN AND IF P-PROV-LOW-VOLUME-INDIC = ""N"" THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN",COMPUTE,H-OUT-PREDICTED-MAP  ROUNDED,H-OUT-CM-ADJ-PREDICT-MAP-TRT + FIX-DOLLAR-LOSS-GT-17
ESCAL122,2500-CALC-OUTLIER-FACTORS,1246,ESCAL122:L1246,"IF H-PATIENT-AGE < 13 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 18 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 45 THEN AND IF H-PATIENT-AGE < 60 THEN AND IF H-PATIENT-AGE < 70 THEN AND IF H-PATIENT-AGE < 80 THEN AND IF H-PATIENT-AGE > 17 THEN AND IF (H-PATIENT-AGE > 17) AND (H-OUT-BMI < 18.5) THEN AND IF B-DIALYSIS-START-DATE > ZERO THEN AND IF H-PATIENT-AGE > 17 THEN AND IF ONSET-DATE > 120 THEN AND IF COMORBID-CWF-RETURN-CODE = SPACES THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF COMORBID-CWF-RETURN-CODE = '10' THEN AND IF COMORBID-CWF-RETURN-CODE = '20' THEN AND IF COMORBID-CWF-RETURN-CODE = '30' THEN AND IF COMORBID-CWF-RETURN-CODE = '40' THEN AND IF P-PROV-LOW-VOLUME-INDIC = ""N"" THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN",MOVE,H-OUT-FIX-DOLLAR-LOSS,FIX-DOLLAR-LOSS-GT-17
ESCAL122,2500-CALC-OUTLIER-FACTORS,1246,ESCAL122:L1246,"IF H-PATIENT-AGE < 13 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 18 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 45 THEN AND IF H-PATIENT-AGE < 60 THEN AND IF H-PATIENT-AGE < 70 THEN AND IF H-PATIENT-AGE < 80 THEN AND IF H-PATIENT-AGE > 17 THEN AND IF (H-PATIENT-AGE > 17) AND (H-OUT-BMI < 18.5) THEN AND IF B-DIALYSIS-START-DATE > ZERO THEN AND IF H-PATIENT-AGE > 17 THEN AND IF ONSET-DATE > 120 THEN AND IF COMORBID-CWF-RETURN-CODE = SPACES THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF COMORBID-CWF-RETURN-CODE = '10' THEN AND IF COMORBID-CWF-RETURN-CODE = '20' THEN AND IF COMORBID-CWF-RETURN-CODE = '30' THEN AND IF COMORBID-CWF-RETURN-CODE = '40' THEN AND IF P-PROV-LOW-VOLUME-INDIC = ""N"" THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN",COMPUTE,H-OUT-PAYMENT  ROUNDED,(H-OUT-IMPUTED-MAP - H-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-GT-17
ESCAL122,2500-CALC-OUTLIER-FACTORS,1246,ESCAL122:L1246,"IF H-PATIENT-AGE < 13 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 18 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 45 THEN AND IF H-PATIENT-AGE < 60 THEN AND IF H-PATIENT-AGE < 70 THEN AND IF H-PATIENT-AGE < 80 THEN AND IF H-PATIENT-AGE > 17 THEN AND IF (H-PATIENT-AGE > 17) AND (H-OUT-BMI < 18.5) THEN AND IF B-DIALYSIS-START-DATE > ZERO THEN AND IF H-PATIENT-AGE > 17 THEN AND IF ONSET-DATE > 120 THEN AND IF COMORBID-CWF-RETURN-CODE = SPACES THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF COMORBID-CWF-RETURN-CODE = '10' THEN AND IF COMORBID-CWF-RETURN-CODE = '20' THEN AND IF COMORBID-CWF-RETURN-CODE = '30' THEN AND IF COMORBID-CWF-RETURN-CODE = '40' THEN AND IF P-PROV-LOW-VOLUME-INDIC = ""N"" THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN",MOVE,H-OUT-LOSS-SHARING-PCT,LOSS-SHARING-PCT-GT-17
ESCAL122,2500-CALC-OUTLIER-FACTORS,1246,ESCAL122:L1246,"IF H-PATIENT-AGE < 13 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 18 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 45 THEN AND IF H-PATIENT-AGE < 60 THEN AND IF H-PATIENT-AGE < 70 THEN AND IF H-PATIENT-AGE < 80 THEN AND IF H-PATIENT-AGE > 17 THEN AND IF (H-PATIENT-AGE > 17) AND (H-OUT-BMI < 18.5) THEN AND IF B-DIALYSIS-START-DATE > ZERO THEN AND IF H-PATIENT-AGE > 17 THEN AND IF ONSET-DATE > 120 THEN AND IF COMORBID-CWF-RETURN-CODE = SPACES THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF COMORBID-CWF-RETURN-CODE = '10' THEN AND IF COMORBID-CWF-RETURN-CODE = '20' THEN AND IF COMORBID-CWF-RETURN-CODE = '30' THEN AND IF COMORBID-CWF-RETURN-CODE = '40' THEN AND IF P-PROV-LOW-VOLUME-INDIC = ""N"" THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN",MOVE,OUTLIER-TRACK,"""Y"""
ESCAL122,2500-CALC-OUTLIER-FACTORS,1246,ESCAL122:L1246,"IF H-PATIENT-AGE < 13 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 18 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 45 THEN AND IF H-PATIENT-AGE < 60 THEN AND IF H-PATIENT-AGE < 70 THEN AND IF H-PATIENT-AGE < 80 THEN AND IF H-PATIENT-AGE > 17 THEN AND IF (H-PATIENT-AGE > 17) AND (H-OUT-BMI < 18.5) THEN AND IF B-DIALYSIS-START-DATE > ZERO THEN AND IF H-PATIENT-AGE > 17 THEN AND IF ONSET-DATE > 120 THEN AND IF COMORBID-CWF-RETURN-CODE = SPACES THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF COMORBID-CWF-RETURN-CODE = '10' THEN AND IF COMORBID-CWF-RETURN-CODE = '20' THEN AND IF COMORBID-CWF-RETURN-CODE = '30' THEN AND IF COMORBID-CWF-RETURN-CODE = '40' THEN AND IF P-PROV-LOW-VOLUME-INDIC = ""N"" THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN",MOVE,H-OUT-PAYMENT,ZERO
ESCAL122,2500-CALC-OUTLIER-FACTORS,1275,ESCAL122:L1275,"IF H-PATIENT-AGE < 13 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 18 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 45 THEN AND IF H-PATIENT-AGE < 60 THEN AND IF H-PATIENT-AGE < 70 THEN AND IF H-PATIENT-AGE < 80 THEN AND IF H-PATIENT-AGE > 17 THEN AND IF (H-PATIENT-AGE > 17) AND (H-OUT-BMI < 18.5) THEN AND IF B-DIALYSIS-START-DATE > ZERO THEN AND IF H-PATIENT-AGE > 17 THEN AND IF ONSET-DATE > 120 THEN AND IF COMORBID-CWF-RETURN-CODE = SPACES THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF COMORBID-CWF-RETURN-CODE = '10' THEN AND IF COMORBID-CWF-RETURN-CODE = '20' THEN AND IF COMORBID-CWF-RETURN-CODE = '30' THEN AND IF COMORBID-CWF-RETURN-CODE = '40' THEN AND IF P-PROV-LOW-VOLUME-INDIC = ""N"" THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN",MOVE,OUT-NON-PER-DIEM-PAYMENT,H-OUT-PAYMENT
ESCAL122,2500-CALC-OUTLIER-FACTORS,1275,ESCAL122:L1275,"IF H-PATIENT-AGE < 13 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 18 THEN AND IF B-REV-CODE = '0821' OR '0881' THEN AND IF H-PATIENT-AGE < 45 THEN AND IF H-PATIENT-AGE < 60 THEN AND IF H-PATIENT-AGE < 70 THEN AND IF H-PATIENT-AGE < 80 THEN AND IF H-PATIENT-AGE > 17 THEN AND IF (H-PATIENT-AGE > 17) AND (H-OUT-BMI < 18.5) THEN AND IF B-DIALYSIS-START-DATE > ZERO THEN AND IF H-PATIENT-AGE > 17 THEN AND IF ONSET-DATE > 120 THEN AND IF COMORBID-CWF-RETURN-CODE = SPACES THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF COMORBID-CWF-RETURN-CODE = '10' THEN AND IF COMORBID-CWF-RETURN-CODE = '20' THEN AND IF COMORBID-CWF-RETURN-CODE = '30' THEN AND IF COMORBID-CWF-RETURN-CODE = '40' THEN AND IF P-PROV-LOW-VOLUME-INDIC = ""N"" THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN AND IF H-OUT-IMPUTED-MAP > H-OUT-PREDICTED-MAP THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN",COMPUTE,H-OUT-PAYMENT ROUNDED,H-OUT-PAYMENT * (((B-CLAIM-NUM-DIALYSIS-SESSIONS) * 3) / 7)
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1293,ESCAL122:L1293,ALWAYS (Unconditional),MOVE,IS-HIGH-COMORBID-FOUND,'N'
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1294,ESCAL122:L1294,ALWAYS (Unconditional),MOVE,H-OUT-COMORBID-MULTIPLIER,1.000
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN,MOVE,H-OUT-COMORBID-MULTIPLIER,SB-GI-BLEED
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN,MOVE,IS-HIGH-COMORBID-FOUND,"""Y"""
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN,MOVE,ACUTE-COMORBID-TRACK,"""Y"""
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN AND IF COMORBID-DATA (SUB) = 'MB' THEN AND IF SB-PNEUMONIA > H-OUT-COMORBID-MULTIPLIER THEN,MOVE,H-OUT-COMORBID-MULTIPLIER,SB-PNEUMONIA
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN AND IF COMORBID-DATA (SUB) = 'MB' THEN AND IF SB-PNEUMONIA > H-OUT-COMORBID-MULTIPLIER THEN,MOVE,ACUTE-COMORBID-TRACK,"""Y"""
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN AND IF COMORBID-DATA (SUB) = 'MB' THEN AND IF SB-PNEUMONIA > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MC' THEN AND IF SB-PERICARDITIS > H-OUT-COMORBID-MULTIPLIER THEN,MOVE,H-OUT-COMORBID-MULTIPLIER,SB-PERICARDITIS
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN AND IF COMORBID-DATA (SUB) = 'MB' THEN AND IF SB-PNEUMONIA > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MC' THEN AND IF SB-PERICARDITIS > H-OUT-COMORBID-MULTIPLIER THEN,MOVE,ACUTE-COMORBID-TRACK,"""Y"""
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN AND IF COMORBID-DATA (SUB) = 'MB' THEN AND IF SB-PNEUMONIA > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MC' THEN AND IF SB-PERICARDITIS > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MD' THEN AND IF SB-MYELODYSPLASTIC > H-OUT-COMORBID-MULTIPLIER THEN,MOVE,H-OUT-COMORBID-MULTIPLIER,SB-MYELODYSPLASTIC
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN AND IF COMORBID-DATA (SUB) = 'MB' THEN AND IF SB-PNEUMONIA > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MC' THEN AND IF SB-PERICARDITIS > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MD' THEN AND IF SB-MYELODYSPLASTIC > H-OUT-COMORBID-MULTIPLIER THEN,MOVE,CHRONIC-COMORBID-TRACK,"""Y"""
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN AND IF COMORBID-DATA (SUB) = 'MB' THEN AND IF SB-PNEUMONIA > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MC' THEN AND IF SB-PERICARDITIS > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MD' THEN AND IF SB-MYELODYSPLASTIC > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'ME' THEN AND IF SB-SICKEL-CELL > H-OUT-COMORBID-MULTIPLIER THEN,MOVE,H-OUT-COMORBID-MULTIPLIER,SB-SICKEL-CELL
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN AND IF COMORBID-DATA (SUB) = 'MB' THEN AND IF SB-PNEUMONIA > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MC' THEN AND IF SB-PERICARDITIS > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MD' THEN AND IF SB-MYELODYSPLASTIC > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'ME' THEN AND IF SB-SICKEL-CELL > H-OUT-COMORBID-MULTIPLIER THEN,MOVE,CHRONIC-COMORBID-TRACK,"""Y"""
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN AND IF COMORBID-DATA (SUB) = 'MB' THEN AND IF SB-PNEUMONIA > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MC' THEN AND IF SB-PERICARDITIS > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MD' THEN AND IF SB-MYELODYSPLASTIC > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'ME' THEN AND IF SB-SICKEL-CELL > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MF' THEN AND IF SB-MONOCLONAL-GAMM > H-OUT-COMORBID-MULTIPLIER THEN,MOVE,H-OUT-COMORBID-MULTIPLIER,SB-MONOCLONAL-GAMM
ESCAL122,2600-CALC-COMORBID-OUT-ADJUST,1297,ESCAL122:L1297,IF COMORBID-DATA (SUB) = 'MA' THEN AND IF COMORBID-DATA (SUB) = 'MB' THEN AND IF SB-PNEUMONIA > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MC' THEN AND IF SB-PERICARDITIS > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MD' THEN AND IF SB-MYELODYSPLASTIC > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'ME' THEN AND IF SB-SICKEL-CELL > H-OUT-COMORBID-MULTIPLIER THEN AND IF COMORBID-DATA (SUB) = 'MF' THEN AND IF SB-MONOCLONAL-GAMM > H-OUT-COMORBID-MULTIPLIER THEN,MOVE,CHRONIC-COMORBID-TRACK,"""Y"""
ESCAL122,3000-LOW-VOL-FULL-PPS-PAYMENT,1357,ESCAL122:L1357,ALWAYS (Unconditional),COMPUTE,H-LV-BUN-ADJUST-BASE-WAGE-AMT  ROUNDED,(H-BUN-BASE-WAGE-AMT * H-BUN-AGE-FACTOR) * (H-BUN-BSA-FACTOR * H-BUN-BMI-FACTOR) * (H-BUN-ONSET-FACTOR * H-BUN-COMORBID-MULTIPLIER).
ESCAL122,3000-LOW-VOL-FULL-PPS-PAYMENT,1365,ESCAL122:L1365,IF B-COND-CODE = '73' THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN,MOVE,H-BUN-WAGE-ADJ-TRAINING-AMT,ZERO
ESCAL122,3000-LOW-VOL-FULL-PPS-PAYMENT,1365,ESCAL122:L1365,IF B-COND-CODE = '73' THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN,COMPUTE,H-BUN-WAGE-ADJ-TRAINING-AMT  ROUNDED,TRAINING-ADD-ON-PMT-AMT * BUN-CBSA-W-INDEX
ESCAL122,3000-LOW-VOL-FULL-PPS-PAYMENT,1365,ESCAL122:L1365,IF B-COND-CODE = '73' THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN,MOVE,TRAINING-TRACK,"""Y"""
ESCAL122,3000-LOW-VOL-FULL-PPS-PAYMENT,1365,ESCAL122:L1365,IF B-COND-CODE = '73' THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN,COMPUTE,H-CC-74-PER-DIEM-AMT  ROUNDED,(H-LV-BUN-ADJUST-BASE-WAGE-AMT * 3) / 7
ESCAL122,3000-LOW-VOL-FULL-PPS-PAYMENT,1365,ESCAL122:L1365,IF B-COND-CODE = '73' THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN,MOVE,H-BUN-WAGE-ADJ-TRAINING-AMT H-CC-74-PER-DIEM-AMT,ZERO
ESCAL122,3000-LOW-VOL-FULL-PPS-PAYMENT,1391,ESCAL122:L1391,IF B-COND-CODE = '73' THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN,COMPUTE,H-LV-PPS-FINAL-PAY-AMT  ROUNDED,H-CC-74-PER-DIEM-AMT
ESCAL122,3000-LOW-VOL-FULL-PPS-PAYMENT,1391,ESCAL122:L1391,IF B-COND-CODE = '73' THEN AND IF H-BUN-ONSET-FACTOR = CM-ONSET-LE-120 THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN AND IF (B-COND-CODE = '74') AND (B-REV-CODE = '0841' OR '0851') THEN,COMPUTE,H-LV-PPS-FINAL-PAY-AMT  ROUNDED,H-LV-BUN-ADJUST-BASE-WAGE-AMT + H-BUN-WAGE-ADJ-TRAINING-AMT
ESCAL122,3100-LOW-VOL-OUT-PPS-PAYMENT,1408,ESCAL122:L1408,ALWAYS (Unconditional),COMPUTE,H-LV-OUT-PREDICT-SERVICES-MAP  ROUNDED,(H-OUT-AGE-FACTOR * H-OUT-BSA-FACTOR * H-OUT-BMI-FACTOR * H-OUT-ONSET-FACTOR * H-OUT-COMORBID-MULTIPLIER).
ESCAL122,3100-LOW-VOL-OUT-PPS-PAYMENT,1417,ESCAL122:L1417,IF H-PATIENT-AGE < 18 THEN,COMPUTE,H-LV-OUT-CM-ADJ-PREDICT-M-TRT  ROUNDED,(H-LV-OUT-PREDICT-SERVICES-MAP * ADJ-AVG-MAP-AMT-LT-18)
ESCAL122,3100-LOW-VOL-OUT-PPS-PAYMENT,1417,ESCAL122:L1417,IF H-PATIENT-AGE < 18 THEN,MOVE,H-OUT-ADJ-AVG-MAP-AMT,ADJ-AVG-MAP-AMT-LT-18
ESCAL122,3100-LOW-VOL-OUT-PPS-PAYMENT,1417,ESCAL122:L1417,IF H-PATIENT-AGE < 18 THEN,COMPUTE,H-LV-OUT-CM-ADJ-PREDICT-M-TRT  ROUNDED,(H-LV-OUT-PREDICT-SERVICES-MAP * ADJ-AVG-MAP-AMT-GT-17)
ESCAL122,3100-LOW-VOL-OUT-PPS-PAYMENT,1417,ESCAL122:L1417,IF H-PATIENT-AGE < 18 THEN,MOVE,H-OUT-ADJ-AVG-MAP-AMT,ADJ-AVG-MAP-AMT-GT-17
ESCAL122,3100-LOW-VOL-OUT-PPS-PAYMENT,1433,ESCAL122:L1433,IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN,COMPUTE,H-LV-OUT-PREDICTED-MAP  ROUNDED,H-LV-OUT-CM-ADJ-PREDICT-M-TRT + FIX-DOLLAR-LOSS-LT-18
ESCAL122,3100-LOW-VOL-OUT-PPS-PAYMENT,1433,ESCAL122:L1433,IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN,MOVE,H-OUT-FIX-DOLLAR-LOSS,FIX-DOLLAR-LOSS-LT-18
ESCAL122,3100-LOW-VOL-OUT-PPS-PAYMENT,1433,ESCAL122:L1433,IF H-PATIENT-AGE < 18 THEN AND IF H-PATIENT-AGE < 18 THEN AND IF H-OUT-IMPUTED-MAP > H-LV-OUT-PREDICTED-MAP THEN,COMPUTE,H-LV-OUT-PAYMENT  ROUNDED,(H-OUT-IMPUTED-MAP - H-LV-OUT-PREDICTED-MAP) * LOSS-SHARING-PCT-LT-18
